INPUT:text	INPUT:word	INPUT:pronoun	OUTPUT:result	GOLDEN:result	HINT:text	HINT:default_language	ASSIGNMENT:link	ASSIGNMENT:task_id	ASSIGNMENT:assignment_id	ASSIGNMENT:task_suite_id	ASSIGNMENT:worker_id	ASSIGNMENT:status	ASSIGNMENT:started	ASSIGNMENT:submitted	ASSIGNMENT:accepted	ASSIGNMENT:reward
Элис отчаянно пыталась не дать своей дочери лаять по-собачьи на вечеринке. Мы не могли понять, почему она так странно себя ведет.	дочери	она	true	true			https://platform.toloka.ai/task/41009024/000271bf80--64ef3a408cabf13b41f8b9a2	000271bf80--64ef36132409351a10c5f66a	000271bf80--64ef3a408cabf13b41f8b9a2	000271bf80--64ef3a408cabf13b41f8b99b	a87324d84619a40561961c4bef0174eb	APPROVED	2023-08-30T12:46:56.555	2023-08-30T12:48:14.210	2023-08-30T12:48:14.210	0.022
Мод снова задалась вопросом, почему дома ее навестил именно Бернард, который был настолько старше нее. Ведь в том, что здесь она в безопасности, мог убедиться мистер Домби или любой другой друг папы. А еще она подумала, что у него приятный смех.	мистер Домби	у него	false				https://platform.toloka.ai/task/41009024/000271bf80--64ef3a408cabf13b41f8b9a2	000271bf80--64ef36260308d50982a5a776	000271bf80--64ef3a408cabf13b41f8b9a2	000271bf80--64ef3a408cabf13b41f8b99b	a87324d84619a40561961c4bef0174eb	APPROVED	2023-08-30T12:46:56.555	2023-08-30T12:48:14.210	2023-08-30T12:48:14.210	0.022
К настоящему времени каждый ощутил определенную уверенность в том, как британцы решают такие вопросы. Генерал имел право наказать солдата, уличенного в продаже его оружия, а также любого, кто предложил ему деньги за ствол.	солдата	его	false				https://platform.toloka.ai/task/41009024/000271bf80--64ef3a408cabf13b41f8b9a2	000271bf80--64ef36260308d50982a5a7a5	000271bf80--64ef3a408cabf13b41f8b9a2	000271bf80--64ef3a408cabf13b41f8b99b	a87324d84619a40561961c4bef0174eb	APPROVED	2023-08-30T12:46:56.555	2023-08-30T12:48:14.210	2023-08-30T12:48:14.210	0.022
Мэри впустила Салли в дом, потому что она пожалела её.	Мэри	она	true				https://platform.toloka.ai/task/41009024/000271bf80--64ef3a41eced1c06c1a98753	000271bf80--64ef36280308d50982a5a8d4	000271bf80--64ef3a41eced1c06c1a98753	000271bf80--64ef3a41eced1c06c1a98750	e9a23d472e3b243c68cb5b06b073d5e4	APPROVED	2023-08-30T12:46:57.137	2023-08-30T12:47:40.805	2023-08-30T12:47:40.805	0.022
Раньше Ларри всегда помогал папе с его работой. Но он не мог помочь ему сейчас, потому что папа сказал, что его босс в железнодорожной компании не хочет, чтобы кто-либо, кроме него, работал в офисе.	Ларри	он	true	true			https://platform.toloka.ai/task/41009024/000271bf80--64ef3a41eced1c06c1a98753	000271bf80--64ef36132409351a10c5f658	000271bf80--64ef3a41eced1c06c1a98753	000271bf80--64ef3a41eced1c06c1a98750	e9a23d472e3b243c68cb5b06b073d5e4	APPROVED	2023-08-30T12:46:57.137	2023-08-30T12:47:40.805	2023-08-30T12:47:40.805	0.022
С того момента, как британская армия прибыла в Бостон, Марк не снимал головного убора при виде британского флага, за исключением одного раза, когда его сбил с него британский солдат.	Марк	его	true				https://platform.toloka.ai/task/41009024/000271bf80--64ef3a41eced1c06c1a98753	000271bf80--64ef36260308d50982a5a7a9	000271bf80--64ef3a41eced1c06c1a98753	000271bf80--64ef3a41eced1c06c1a98750	e9a23d472e3b243c68cb5b06b073d5e4	APPROVED	2023-08-30T12:46:57.137	2023-08-30T12:47:40.805	2023-08-30T12:47:40.805	0.022
Люди продолжали переходить дорогу, потому что свет светофора сливался с сиянием праздничного дисплея на заднем плане. Он был почти неразличимым.	праздничного дисплея	Он	false				https://platform.toloka.ai/task/41009024/000271bf80--64ef3a444990a07004fe83ac	000271bf80--64ef36270308d50982a5a84c	000271bf80--64ef3a444990a07004fe83ac	000271bf80--64ef3a444990a07004fe83a7	ab9c994e682ec66ad0d6309225653956	APPROVED	2023-08-30T12:47:00.816	2023-08-30T12:47:59.891	2023-08-30T12:47:59.891	0.019
Коткин описывает, как Лев Каменев, старый соредактор «Правды» Сталина, и Григорий Зиновьев, которые вместе со Сталиным и Каменевым сформировали правящую тройку во время последней болезни Ленина, были вытащены из их тюремных камер в 1936 году для встречи со Сталиным; он призвал их покаяться в память о старых временах.	Каменев, Зиновьев и Сталин	их покаяться	true				https://platform.toloka.ai/task/41009024/000271bf80--64ef3a444990a07004fe83ac	000271bf80--64ef36260308d50982a5a7e5	000271bf80--64ef3a444990a07004fe83ac	000271bf80--64ef3a444990a07004fe83a7	ab9c994e682ec66ad0d6309225653956	APPROVED	2023-08-30T12:47:00.816	2023-08-30T12:47:59.891	2023-08-30T12:47:59.891	0.019
Многие начинали читать книги Пола и не могли оторваться. Они были так захвачены потому, что Пол так хорошо пишет.	Многие	Они	true	true			https://platform.toloka.ai/task/41009024/000271bf80--64ef3a444990a07004fe83ac	000271bf80--64ef36132409351a10c5f64a	000271bf80--64ef3a444990a07004fe83ac	000271bf80--64ef3a444990a07004fe83a7	ab9c994e682ec66ad0d6309225653956	APPROVED	2023-08-30T12:47:00.816	2023-08-30T12:47:59.891	2023-08-30T12:47:59.891	0.019
С того момента, как британская армия прибыла в Бостон, Марк не снимал головного убора при виде британского флага, за исключением одного раза, когда его сбил с него британский солдат.	Марк	его	false				https://platform.toloka.ai/task/41009024/000271bf80--64ef3a44894bcc257296d0a8	000271bf80--64ef36260308d50982a5a7a9	000271bf80--64ef3a44894bcc257296d0a8	000271bf80--64ef3a44894bcc257296d0a6	ee609c8a562e5bf79521eaa198d21067	APPROVED	2023-08-30T12:47:00.880	2023-08-30T12:48:20.896	2023-08-30T12:48:20.896	0.019
Бабушка оставила местечко для Мэри, поэтому, хоть и неохотно, она согласилась остаться к ужину.	Мэри	она	true				https://platform.toloka.ai/task/41009024/000271bf80--64ef3a44894bcc257296d0a8	000271bf80--64ef36260308d50982a5a7c6	000271bf80--64ef3a44894bcc257296d0a8	000271bf80--64ef3a44894bcc257296d0a6	ee609c8a562e5bf79521eaa198d21067	APPROVED	2023-08-30T12:47:00.880	2023-08-30T12:48:20.896	2023-08-30T12:48:20.896	0.019
Поскольку Честер зависел от дяди Вернона, он не мог очень хорошо жениться без его одобрения.	дяди Вернона	он	true	false			https://platform.toloka.ai/task/41009024/000271bf80--64ef3a44894bcc257296d0a8	000271bf80--64ef36132409351a10c5f64c	000271bf80--64ef3a44894bcc257296d0a8	000271bf80--64ef3a44894bcc257296d0a6	ee609c8a562e5bf79521eaa198d21067	APPROVED	2023-08-30T12:47:00.880	2023-08-30T12:48:20.896	2023-08-30T12:48:20.896	0.019
Я вытащила бутылку воды из сумки, чтобы она была под рукой.	сумки	она	false	false			https://platform.toloka.ai/task/41009024/000271bf80--64ef3a448cabf13b41f8bab5	000271bf80--64ef36132409351a10c5f666	000271bf80--64ef3a448cabf13b41f8bab5	000271bf80--64ef3a448cabf13b41f8bab3	1a4dbdfdd735d0174d407d223d9bd984	APPROVED	2023-08-30T12:47:00.855	2023-08-30T12:50:09.553	2023-08-30T12:50:09.553	0.022
Мэри впустила Салли в дом, потому что она пожалела её.	Мэри	она	true				https://platform.toloka.ai/task/41009024/000271bf80--64ef3a448cabf13b41f8bab5	000271bf80--64ef36280308d50982a5a8d4	000271bf80--64ef3a448cabf13b41f8bab5	000271bf80--64ef3a448cabf13b41f8bab3	1a4dbdfdd735d0174d407d223d9bd984	APPROVED	2023-08-30T12:47:00.855	2023-08-30T12:50:09.553	2023-08-30T12:50:09.553	0.022
У Мюриэль в бальном зале есть знаменитый портрет балерины. Десять лет назад она отдала большую часть своего собрания в музей Спрингфилда, но его сохранила, потому что он был самым любимым.	Мюриэль	она	true				https://platform.toloka.ai/task/41009024/000271bf80--64ef3a448cabf13b41f8bab5	000271bf80--64ef36270308d50982a5a868	000271bf80--64ef3a448cabf13b41f8bab5	000271bf80--64ef3a448cabf13b41f8bab3	1a4dbdfdd735d0174d407d223d9bd984	APPROVED	2023-08-30T12:47:00.855	2023-08-30T12:50:09.553	2023-08-30T12:50:09.553	0.022
Эдвард постарался быстро и аккуратно оторвать скотч от подоконника, но на него все же налипло немного клея.	подоконника	на него	true				https://platform.toloka.ai/task/41009024/000271bf80--64ef3a46cb2d9f2c8af68b19	000271bf80--64ef36270308d50982a5a882	000271bf80--64ef3a46cb2d9f2c8af68b19	000271bf80--64ef3a45cb2d9f2c8af68b14	9809785e1b744209a9c9110eaafebde7	APPROVED	2023-08-30T12:47:02.007	2023-08-30T12:47:36.748	2023-08-30T12:47:36.748	0.019
У Мюриэль в бальном зале есть знаменитый портрет балерины. Она приобрела портрет, когда ей было тридцать.	балерины	Она	false				https://platform.toloka.ai/task/41009024/000271bf80--64ef3a46cb2d9f2c8af68b19	000271bf80--64ef36270308d50982a5a866	000271bf80--64ef3a46cb2d9f2c8af68b19	000271bf80--64ef3a45cb2d9f2c8af68b14	9809785e1b744209a9c9110eaafebde7	APPROVED	2023-08-30T12:47:02.007	2023-08-30T12:47:36.748	2023-08-30T12:47:36.748	0.019
Раньше Ларри всегда помогал папе с его работой. Но он не мог помочь ему сейчас, потому что папа сказал, что его босс в железнодорожной компании не хочет, чтобы кто-либо, кроме него, работал в офисе.	Ларри	он	false	true			https://platform.toloka.ai/task/41009024/000271bf80--64ef3a46cb2d9f2c8af68b19	000271bf80--64ef36132409351a10c5f658	000271bf80--64ef3a46cb2d9f2c8af68b19	000271bf80--64ef3a45cb2d9f2c8af68b14	9809785e1b744209a9c9110eaafebde7	APPROVED	2023-08-30T12:47:02.007	2023-08-30T12:47:36.748	2023-08-30T12:47:36.748	0.019
Люди продолжали переходить дорогу, потому что свет светофора сливался с сиянием праздничного дисплея на заднем плане. Он был почти неразличимым.	праздничного дисплея	Он	false				https://platform.toloka.ai/task/41009024/000271bf80--64ef3a46fd2be161870f8fe7	000271bf80--64ef36270308d50982a5a84c	000271bf80--64ef3a46fd2be161870f8fe7	000271bf80--64ef3a46fd2be161870f8fd3	aec1d377c2151d294e3c491db88f6cf5	APPROVED	2023-08-30T12:47:02.570	2023-08-30T12:47:41.325	2023-08-30T12:47:41.325	0.019
У Мюриэль в бальном зале есть знаменитый портрет балерины. Она приобрела портрет, когда ей было тридцать.	балерины	Она	false				https://platform.toloka.ai/task/41009024/000271bf80--64ef3a46fd2be161870f8fe7	000271bf80--64ef36270308d50982a5a866	000271bf80--64ef3a46fd2be161870f8fe7	000271bf80--64ef3a46fd2be161870f8fd3	aec1d377c2151d294e3c491db88f6cf5	APPROVED	2023-08-30T12:47:02.570	2023-08-30T12:47:41.325	2023-08-30T12:47:41.325	0.019
Женя постучала в дверь Даше, но никто не отозвался. Она расстроилась.	Женя	Она	true	true			https://platform.toloka.ai/task/41009024/000271bf80--64ef3a46fd2be161870f8fe7	000271bf80--64ef36132409351a10c5f65c	000271bf80--64ef3a46fd2be161870f8fe7	000271bf80--64ef3a46fd2be161870f8fd3	aec1d377c2151d294e3c491db88f6cf5	APPROVED	2023-08-30T12:47:02.570	2023-08-30T12:47:41.325	2023-08-30T12:47:41.325	0.019
Билл передал Джону едва тронутую тарелку, потому что он был сыт.	Джону	он	false	false			https://platform.toloka.ai/task/41009024/000271bf80--64ef3a488cabf13b41f8bb81	000271bf80--64ef36132409351a10c5f648	000271bf80--64ef3a488cabf13b41f8bb81	000271bf80--64ef3a488cabf13b41f8bb7f	652388480fbed0cfe02b3ea0427d5397	APPROVED	2023-08-30T12:47:04.921	2023-08-30T12:48:06.378	2023-08-30T12:48:06.378	0.019
Бабушка оставила местечко для Мэри, поэтому, хоть и неохотно, она согласилась остаться к ужину.	Мэри	она	true				https://platform.toloka.ai/task/41009024/000271bf80--64ef3a488cabf13b41f8bb81	000271bf80--64ef36260308d50982a5a7c6	000271bf80--64ef3a488cabf13b41f8bb81	000271bf80--64ef3a488cabf13b41f8bb7f	652388480fbed0cfe02b3ea0427d5397	APPROVED	2023-08-30T12:47:04.921	2023-08-30T12:48:06.378	2023-08-30T12:48:06.378	0.019
Мальчишки смотрели, как вокруг крошек на площадь слетаются голуби. Сара поспешила напомнить им, что они могут опоздать в школу.	голуби	им	false				https://platform.toloka.ai/task/41009024/000271bf80--64ef3a488cabf13b41f8bb81	000271bf80--64ef36290308d50982a5a940	000271bf80--64ef3a488cabf13b41f8bb81	000271bf80--64ef3a488cabf13b41f8bb7f	652388480fbed0cfe02b3ea0427d5397	APPROVED	2023-08-30T12:47:04.921	2023-08-30T12:48:06.378	2023-08-30T12:48:06.378	0.019
Мальчишки смотрели, как вокруг крошек на площадь слетаются голуби. Сара поспешила напомнить им, что они могут опоздать в школу.	голуби	им	false				https://platform.toloka.ai/task/41009024/000271bf80--64ef3a4a4990a07004fe856b	000271bf80--64ef36290308d50982a5a940	000271bf80--64ef3a4a4990a07004fe856b	000271bf80--64ef3a4a4990a07004fe8565	9baced959ed70ead2828cee3bd1ff22e	APPROVED	2023-08-30T12:47:06.744	2023-08-30T12:48:11.607	2023-08-30T12:48:11.607	0.022
Исследования посвящены трем видам рыб, которые недавно были найдены в Индийском океане. Они появились два года назад.	Исследования	Они	false	false			https://platform.toloka.ai/task/41009024/000271bf80--64ef3a4a4990a07004fe856b	000271bf80--64ef36132409351a10c5f65a	000271bf80--64ef3a4a4990a07004fe856b	000271bf80--64ef3a4a4990a07004fe8565	9baced959ed70ead2828cee3bd1ff22e	APPROVED	2023-08-30T12:47:06.744	2023-08-30T12:48:11.607	2023-08-30T12:48:11.607	0.022
С того момента, как британская армия прибыла в Бостон, Марк не снимал головного убора при виде британского флага, за исключением одного раза, когда его сбил с него британский солдат.	Марк	его	false				https://platform.toloka.ai/task/41009024/000271bf80--64ef3a4a4990a07004fe856b	000271bf80--64ef36260308d50982a5a7a9	000271bf80--64ef3a4a4990a07004fe856b	000271bf80--64ef3a4a4990a07004fe8565	9baced959ed70ead2828cee3bd1ff22e	APPROVED	2023-08-30T12:47:06.744	2023-08-30T12:48:11.607	2023-08-30T12:48:11.607	0.022
Бабушка оставила местечко для Мэри, поэтому, хоть и неохотно, она согласилась остаться к ужину.	Мэри	она	true				https://platform.toloka.ai/task/41009024/000271bf80--64ef3a4e11fcd81de5cc75b9	000271bf80--64ef36260308d50982a5a7c6	000271bf80--64ef3a4e11fcd81de5cc75b9	000271bf80--64ef3a4e11fcd81de5cc75ad	ec215d3a9ba1bab1542fc861bab0d7f3	APPROVED	2023-08-30T12:47:10.178	2023-08-30T12:48:12.028	2023-08-30T12:48:12.028	0.019
Исследования посвящены трем видам рыб, которые недавно были найдены в Индийском океане. Они появились два года назад.	Исследования	Они	false	false			https://platform.toloka.ai/task/41009024/000271bf80--64ef3a4e11fcd81de5cc75b9	000271bf80--64ef36132409351a10c5f65a	000271bf80--64ef3a4e11fcd81de5cc75b9	000271bf80--64ef3a4e11fcd81de5cc75ad	ec215d3a9ba1bab1542fc861bab0d7f3	APPROVED	2023-08-30T12:47:10.178	2023-08-30T12:48:12.028	2023-08-30T12:48:12.028	0.019
С того момента, как британская армия прибыла в Бостон, Марк не снимал головного убора при виде британского флага, за исключением одного раза, когда его сбил с него британский солдат.	Марк	его	true				https://platform.toloka.ai/task/41009024/000271bf80--64ef3a4e11fcd81de5cc75b9	000271bf80--64ef36260308d50982a5a7a9	000271bf80--64ef3a4e11fcd81de5cc75b9	000271bf80--64ef3a4e11fcd81de5cc75ad	ec215d3a9ba1bab1542fc861bab0d7f3	APPROVED	2023-08-30T12:47:10.178	2023-08-30T12:48:12.028	2023-08-30T12:48:12.028	0.019
Коткин описывает, как Лев Каменев, старый соредактор «Правды» Сталина, и Григорий Зиновьев, которые вместе со Сталиным и Каменевым сформировали правящую тройку во время последней болезни Ленина, были вытащены из их тюремных камер в 1936 году для встречи со Сталиным; он призвал их покаяться в память о старых временах.	Каменев, Зиновьев и Сталин	их покаяться	false				https://platform.toloka.ai/task/41009024/000271bf80--64ef3a4eeced1c06c1a98afd	000271bf80--64ef36260308d50982a5a7e5	000271bf80--64ef3a4eeced1c06c1a98afd	000271bf80--64ef3a4eeced1c06c1a98aee	42656e5df329d183e2aa6e7a8dbc6cf2	APPROVED	2023-08-30T12:47:10.493	2023-08-30T12:48:07.009	2023-08-30T12:48:07.009	0.019
Эдвард постарался быстро и аккуратно оторвать скотч от подоконника, но на него все же налипло немного клея.	подоконника	на него	true				https://platform.toloka.ai/task/41009024/000271bf80--64ef3a4eeced1c06c1a98afd	000271bf80--64ef36270308d50982a5a882	000271bf80--64ef3a4eeced1c06c1a98afd	000271bf80--64ef3a4eeced1c06c1a98aee	42656e5df329d183e2aa6e7a8dbc6cf2	APPROVED	2023-08-30T12:47:10.493	2023-08-30T12:48:07.009	2023-08-30T12:48:07.009	0.019
Поскольку Честер зависел от дяди Вернона, он не мог очень хорошо жениться без его одобрения.	дяди Вернона	он	false	false			https://platform.toloka.ai/task/41009024/000271bf80--64ef3a4eeced1c06c1a98afd	000271bf80--64ef36132409351a10c5f64c	000271bf80--64ef3a4eeced1c06c1a98afd	000271bf80--64ef3a4eeced1c06c1a98aee	42656e5df329d183e2aa6e7a8dbc6cf2	APPROVED	2023-08-30T12:47:10.493	2023-08-30T12:48:07.009	2023-08-30T12:48:07.009	0.019
У Мюриэль в бальном зале есть знаменитый портрет балерины. Она приобрела портрет, когда ей было тридцать.	балерины	Она	false				https://platform.toloka.ai/task/41009024/000271bf80--64ef3a4f11fcd81de5cc7627	000271bf80--64ef36270308d50982a5a866	000271bf80--64ef3a4f11fcd81de5cc7627	000271bf80--64ef3a4f11fcd81de5cc7625	2d6a0db081a9f2f210f4ec0f5b2dbc54	APPROVED	2023-08-30T12:47:11.194	2023-08-30T12:48:10.366	2023-08-30T12:48:10.366	0.022
Боб заплатил за обучение Чарльза в университете. Он был очень щедр.	Боб	Он	true	true			https://platform.toloka.ai/task/41009024/000271bf80--64ef3a4f11fcd81de5cc7627	000271bf80--64ef36132409351a10c5f66d	000271bf80--64ef3a4f11fcd81de5cc7627	000271bf80--64ef3a4f11fcd81de5cc7625	2d6a0db081a9f2f210f4ec0f5b2dbc54	APPROVED	2023-08-30T12:47:11.194	2023-08-30T12:48:10.366	2023-08-30T12:48:10.366	0.022
С того момента, как британская армия прибыла в Бостон, Марк не снимал головного убора при виде британского флага, за исключением одного раза, когда его сбил с него британский солдат.	Марк	его	true				https://platform.toloka.ai/task/41009024/000271bf80--64ef3a4f11fcd81de5cc7627	000271bf80--64ef36260308d50982a5a7a9	000271bf80--64ef3a4f11fcd81de5cc7627	000271bf80--64ef3a4f11fcd81de5cc7625	2d6a0db081a9f2f210f4ec0f5b2dbc54	APPROVED	2023-08-30T12:47:11.194	2023-08-30T12:48:10.366	2023-08-30T12:48:10.366	0.022
Смотри! Рыбка плывет прямо под уткой! Ей бы лучше уплыть в безопасное место!	уткой	Ей	false	false			https://platform.toloka.ai/task/41009024/000271bf80--64ef3a4f894bcc257296d311	000271bf80--64ef36132409351a10c5f660	000271bf80--64ef3a4f894bcc257296d311	000271bf80--64ef3a4f894bcc257296d30b	16e1e915c983ae28979d62508945cce2	APPROVED	2023-08-30T12:47:11.206	2023-08-30T12:48:10.209	2023-08-30T12:48:10.209	0.019
Коткин описывает, как Лев Каменев, старый соредактор «Правды» Сталина, и Григорий Зиновьев, которые вместе со Сталиным и Каменевым сформировали правящую тройку во время последней болезни Ленина, были вытащены из их тюремных камер в 1936 году для встречи со Сталиным; он призвал их покаяться в память о старых временах.	Зиновьев	он	false				https://platform.toloka.ai/task/41009024/000271bf80--64ef3a4f894bcc257296d311	000271bf80--64ef36260308d50982a5a7dc	000271bf80--64ef3a4f894bcc257296d311	000271bf80--64ef3a4f894bcc257296d30b	16e1e915c983ae28979d62508945cce2	APPROVED	2023-08-30T12:47:11.206	2023-08-30T12:48:10.209	2023-08-30T12:48:10.209	0.019
У Мюриэль в бальном зале есть знаменитый портрет балерины. Десять лет назад она отдала большую часть своего собрания в музей Спрингфилда, но его сохранила, потому что он был самым любимым.	Мюриэль	она	true				https://platform.toloka.ai/task/41009024/000271bf80--64ef3a4f894bcc257296d311	000271bf80--64ef36270308d50982a5a868	000271bf80--64ef3a4f894bcc257296d311	000271bf80--64ef3a4f894bcc257296d30b	16e1e915c983ae28979d62508945cce2	APPROVED	2023-08-30T12:47:11.206	2023-08-30T12:48:10.209	2023-08-30T12:48:10.209	0.019
Мэри впустила Салли в дом, потому что она пожалела её накануне, услуга за услугу.	Мэри	её	true				https://platform.toloka.ai/task/41009024/000271bf80--64ef3a504990a07004fe86ca	000271bf80--64ef36280308d50982a5a8da	000271bf80--64ef3a504990a07004fe86ca	000271bf80--64ef3a504990a07004fe86c3	15390eb1058b21da23b96bc7ed857c33	APPROVED	2023-08-30T12:47:12.554	2023-08-30T12:48:30.409	2023-08-30T12:48:30.409	0.022
Мадонна уволила свою инструкторшу, потому что ее раздражал ее парень.	Мадонна	ее парень	false	false			https://platform.toloka.ai/task/41009024/000271bf80--64ef3a504990a07004fe86ca	000271bf80--64ef36132409351a10c5f652	000271bf80--64ef3a504990a07004fe86ca	000271bf80--64ef3a504990a07004fe86c3	15390eb1058b21da23b96bc7ed857c33	APPROVED	2023-08-30T12:47:12.554	2023-08-30T12:48:30.409	2023-08-30T12:48:30.409	0.022
Бабушка оставила местечко для Мэри, поэтому, хоть и неохотно, она согласилась остаться к ужину.	Мэри	она	true				https://platform.toloka.ai/task/41009024/000271bf80--64ef3a504990a07004fe86ca	000271bf80--64ef36260308d50982a5a7c6	000271bf80--64ef3a504990a07004fe86ca	000271bf80--64ef3a504990a07004fe86c3	15390eb1058b21da23b96bc7ed857c33	APPROVED	2023-08-30T12:47:12.554	2023-08-30T12:48:30.409	2023-08-30T12:48:30.409	0.022
Мальчишки смотрели, как вокруг крошек на площадь слетаются голуби. Сара поспешила напомнить им, что они могут опоздать в школу.	голуби	им	false				https://platform.toloka.ai/task/41009024/000271bf80--64ef3a50894bcc257296d39b	000271bf80--64ef36290308d50982a5a940	000271bf80--64ef3a50894bcc257296d39b	000271bf80--64ef3a50894bcc257296d399	8e3fb1e85dd57c27dbbbccc571401b18	APPROVED	2023-08-30T12:47:12.110	2023-08-30T12:47:40.420	2023-08-30T12:47:40.420	0.019
Народ из Гавани говорил, что бабушка содержала свой дом в такой чистоте, что вы могли провести по полу чистым носовым платком, и он не стал бы грязным.	Народ	он	false				https://platform.toloka.ai/task/41009024/000271bf80--64ef3a50894bcc257296d39b	000271bf80--64ef36260308d50982a5a7b4	000271bf80--64ef3a50894bcc257296d39b	000271bf80--64ef3a50894bcc257296d399	8e3fb1e85dd57c27dbbbccc571401b18	APPROVED	2023-08-30T12:47:12.110	2023-08-30T12:47:40.420	2023-08-30T12:47:40.420	0.019
Многие начинали читать книги Пола и не могли оторваться. Они были так захвачены потому, что Пол так хорошо пишет.	Многие	Они	false	true			https://platform.toloka.ai/task/41009024/000271bf80--64ef3a50894bcc257296d39b	000271bf80--64ef36132409351a10c5f64a	000271bf80--64ef3a50894bcc257296d39b	000271bf80--64ef3a50894bcc257296d399	8e3fb1e85dd57c27dbbbccc571401b18	APPROVED	2023-08-30T12:47:12.110	2023-08-30T12:47:40.420	2023-08-30T12:47:40.420	0.019
Ваша жизнь принадлежит вам и только вам, и если боль перевешивает выгоду, у вас должна быть возможность справиться с ней.	выгоду	с ней	false				https://platform.toloka.ai/task/41009024/000271bf80--64ef3a52cb2d9f2c8af68deb	000271bf80--64ef36260308d50982a5a75b	000271bf80--64ef3a52cb2d9f2c8af68deb	000271bf80--64ef3a52cb2d9f2c8af68de9	9f7850d125d91692c641314df0fa8143	APPROVED	2023-08-30T12:47:14.622	2023-08-30T12:48:46.574	2023-08-30T12:48:46.574	0.022
Мэри впустила Салли в дом, потому что она пожалела её накануне, услуга за услугу.	Мэри	её	true				https://platform.toloka.ai/task/41009024/000271bf80--64ef3a52cb2d9f2c8af68deb	000271bf80--64ef36280308d50982a5a8da	000271bf80--64ef3a52cb2d9f2c8af68deb	000271bf80--64ef3a52cb2d9f2c8af68de9	9f7850d125d91692c641314df0fa8143	APPROVED	2023-08-30T12:47:14.622	2023-08-30T12:48:46.574	2023-08-30T12:48:46.574	0.022
Анна родила девочку в прошлом месяце. Она – очаровательный ребенок.	Анна	Она	false	false			https://platform.toloka.ai/task/41009024/000271bf80--64ef3a52cb2d9f2c8af68deb	000271bf80--64ef36132409351a10c5f664	000271bf80--64ef3a52cb2d9f2c8af68deb	000271bf80--64ef3a52cb2d9f2c8af68de9	9f7850d125d91692c641314df0fa8143	APPROVED	2023-08-30T12:47:14.622	2023-08-30T12:48:46.574	2023-08-30T12:48:46.574	0.022
Я использовал ветошь, чтобы протереть пилу. Потом я ее положил на верстак.	пилу	ее	false	true			https://platform.toloka.ai/task/41009024/000271bf80--64ef3a544990a07004fe87ce	000271bf80--64ef36132409351a10c5f656	000271bf80--64ef3a544990a07004fe87ce	000271bf80--64ef3a544990a07004fe87cc	4dce011030d0b67b130ba5eb01198d7d	APPROVED	2023-08-30T12:47:16.192	2023-08-30T12:48:46.449	2023-08-30T12:48:46.449	0.022
Коткин описывает, как Лев Каменев, старый соредактор «Правды» Сталина, и Григорий Зиновьев, которые вместе со Сталиным и Каменевым сформировали правящую тройку во время последней болезни Ленина, были вытащены из их тюремных камер в 1936 году для встречи со Сталиным; он призвал их покаяться в память о старых временах.	Зиновьев	он	false				https://platform.toloka.ai/task/41009024/000271bf80--64ef3a544990a07004fe87ce	000271bf80--64ef36260308d50982a5a7dc	000271bf80--64ef3a544990a07004fe87ce	000271bf80--64ef3a544990a07004fe87cc	4dce011030d0b67b130ba5eb01198d7d	APPROVED	2023-08-30T12:47:16.192	2023-08-30T12:48:46.449	2023-08-30T12:48:46.449	0.022
У Мюриэль в бальном зале есть знаменитый портрет балерины. Она приобрела портрет, когда ей было тридцать.	балерины	Она	false				https://platform.toloka.ai/task/41009024/000271bf80--64ef3a544990a07004fe87ce	000271bf80--64ef36270308d50982a5a866	000271bf80--64ef3a544990a07004fe87ce	000271bf80--64ef3a544990a07004fe87cc	4dce011030d0b67b130ba5eb01198d7d	APPROVED	2023-08-30T12:47:16.192	2023-08-30T12:48:46.449	2023-08-30T12:48:46.449	0.022
Я вытащила бутылку воды из сумки, чтобы она была под рукой.	сумки	она	true	false			https://platform.toloka.ai/task/41009024/000271bf80--64ef3a54eced1c06c1a98c58	000271bf80--64ef36132409351a10c5f666	000271bf80--64ef3a54eced1c06c1a98c58	000271bf80--64ef3a54eced1c06c1a98c54	18173499438e95cb91a369a5eb1a60a9	APPROVED	2023-08-30T12:47:16.478	2023-08-30T12:47:55.013	2023-08-30T12:47:55.013	0.019
Мальчишки смотрели, как вокруг крошек на площадь слетаются голуби. Сара поспешила напомнить им, что они могут опоздать в школу.	голуби	им	false				https://platform.toloka.ai/task/41009024/000271bf80--64ef3a54eced1c06c1a98c58	000271bf80--64ef36290308d50982a5a940	000271bf80--64ef3a54eced1c06c1a98c58	000271bf80--64ef3a54eced1c06c1a98c54	18173499438e95cb91a369a5eb1a60a9	APPROVED	2023-08-30T12:47:16.478	2023-08-30T12:47:55.013	2023-08-30T12:47:55.013	0.019
Большинству мальчиков нравился Джонни; только Дэйв ненавидел его. Иногда он загонял Дасти в угол и хриплым шепотом говорил ему, как он собирается взять ножницы и вырезать сердце Джонни.	Джонни	он загонял	true				https://platform.toloka.ai/task/41009024/000271bf80--64ef3a54eced1c06c1a98c58	000271bf80--64ef36270308d50982a5a838	000271bf80--64ef3a54eced1c06c1a98c58	000271bf80--64ef3a54eced1c06c1a98c54	18173499438e95cb91a369a5eb1a60a9	APPROVED	2023-08-30T12:47:16.478	2023-08-30T12:47:55.013	2023-08-30T12:47:55.013	0.019
