INPUT:string1	INPUT:string2	OUTPUT:length	GOLDEN:length	HINT:text	HINT:default_language	ASSIGNMENT:link	ASSIGNMENT:task_id	ASSIGNMENT:assignment_id	ASSIGNMENT:task_suite_id	ASSIGNMENT:worker_id	ASSIGNMENT:status	ASSIGNMENT:started	ASSIGNMENT:submitted	ASSIGNMENT:accepted	ASSIGNMENT:reward
YOJYSACS	MHMKTOZVKRIUMICFDRNZSSSIAERHVYREBIFG	4				https://platform.toloka.ai/task/41565705/00027a3e09--6516fe7c02bac216571f9b83	00027a3e09--6516f36c15b13a5af6053974	00027a3e09--6516fe7c02bac216571f9b83	00027a3e09--6516fe7c02bac216571f9b81	55afaae2a778b0a81be24e7c39608745	APPROVED	2023-09-29T16:42:36.148	2023-09-29T16:42:42.995	2023-09-29T16:42:42.995	0.0290000000
IFDMLJSPJDYOLAMOGVQRUWHON	HVX	7				https://platform.toloka.ai/task/41565705/00027a3e09--6516fe8417aed1610e0069af	00027a3e09--6516f36d15b13a5af6053a37	00027a3e09--6516fe8417aed1610e0069af	00027a3e09--6516fe8417aed1610e0069aa	55afaae2a778b0a81be24e7c39608745	APPROVED	2023-09-29T16:42:44.166	2023-09-29T16:42:48.146	2023-09-29T16:42:48.146	0.0290000000
MRSUMK	FSZUKDW	6	3			https://platform.toloka.ai/task/41565705/00027a3e09--6516fe8417aed1610e0069af	00027a3e09--6516f3589ed8a304702aa857	00027a3e09--6516fe8417aed1610e0069af	00027a3e09--6516fe8417aed1610e0069aa	55afaae2a778b0a81be24e7c39608745	APPROVED	2023-09-29T16:42:44.166	2023-09-29T16:42:48.146	2023-09-29T16:42:48.146	0.0290000000
JKHKOAMOZX	TBWH	5				https://platform.toloka.ai/task/41565705/00027a3e09--6516fe8417aed1610e0069af	00027a3e09--6516f36c15b13a5af6053971	00027a3e09--6516fe8417aed1610e0069af	00027a3e09--6516fe8417aed1610e0069aa	55afaae2a778b0a81be24e7c39608745	APPROVED	2023-09-29T16:42:44.166	2023-09-29T16:42:48.146	2023-09-29T16:42:48.146	0.0290000000
GYRXTMRF	ERMXHIWJVVDXSFZZWXGCKJINRSEK	6				https://platform.toloka.ai/task/41565705/00027a3e09--6516fe89827c067dd0351f81	00027a3e09--6516f36d15b13a5af6053a0a	00027a3e09--6516fe89827c067dd0351f81	00027a3e09--6516fe89827c067dd0351f7d	55afaae2a778b0a81be24e7c39608745	APPROVED	2023-09-29T16:42:49.695	2023-09-29T16:43:55.270	2023-09-29T16:43:55.270	0.0290000000
ONQ	NUSFGY	1				https://platform.toloka.ai/task/41565705/00027a3e09--6516fe89827c067dd0351f81	00027a3e09--6516f36d15b13a5af60539c3	00027a3e09--6516fe89827c067dd0351f81	00027a3e09--6516fe89827c067dd0351f7d	55afaae2a778b0a81be24e7c39608745	APPROVED	2023-09-29T16:42:49.695	2023-09-29T16:43:55.270	2023-09-29T16:43:55.270	0.0290000000
KXCSM	TNOHVLHULSTIZKT	1	1			https://platform.toloka.ai/task/41565705/00027a3e09--6516fe89827c067dd0351f81	00027a3e09--6516f3589ed8a304702aa853	00027a3e09--6516fe89827c067dd0351f81	00027a3e09--6516fe89827c067dd0351f7d	55afaae2a778b0a81be24e7c39608745	APPROVED	2023-09-29T16:42:49.695	2023-09-29T16:43:55.270	2023-09-29T16:43:55.270	0.0290000000
CTXMKP	CTAVMK	4	4			https://platform.toloka.ai/task/41565705/00027a3e09--6516febf9ed8a304702c9e0c	00027a3e09--6516f3589ed8a304702aa86f	00027a3e09--6516febf9ed8a304702c9e0c	00027a3e09--6516febf9ed8a304702c9e0a	f61f54f806340f8fbe22fc0fbed63a78	APPROVED	2023-09-29T16:43:43.089	2023-09-29T16:45:43.805	2023-09-29T16:45:43.805	0.0290000000
MBURLVDJZCDQTPQB	JADZISCIBMXCSRNBDTF	3				https://platform.toloka.ai/task/41565705/00027a3e09--6516febf9ed8a304702c9e0c	00027a3e09--6516f36c15b13a5af605397a	00027a3e09--6516febf9ed8a304702c9e0c	00027a3e09--6516febf9ed8a304702c9e0a	f61f54f806340f8fbe22fc0fbed63a78	APPROVED	2023-09-29T16:43:43.089	2023-09-29T16:45:43.805	2023-09-29T16:45:43.805	0.0290000000
LHJFRFWHUZIIQ	GQZETXPWAYKUEZFTOTOFVFOVYAQQ	3				https://platform.toloka.ai/task/41565705/00027a3e09--6516febf9ed8a304702c9e0c	00027a3e09--6516f36d15b13a5af6053a14	00027a3e09--6516febf9ed8a304702c9e0c	00027a3e09--6516febf9ed8a304702c9e0a	f61f54f806340f8fbe22fc0fbed63a78	APPROVED	2023-09-29T16:43:43.089	2023-09-29T16:45:43.805	2023-09-29T16:45:43.805	0.0290000000
LHJFRFWHUZIIQ	GQZETXPWAYKUEZFTOTOFVFOVYAQQ	4				https://platform.toloka.ai/task/41565705/00027a3e09--6516fecd17aed1610e0075b0	00027a3e09--6516f36d15b13a5af6053a14	00027a3e09--6516fecd17aed1610e0075b0	00027a3e09--6516fecd17aed1610e0075ae	9dec9ff7db0fc449f6d6f07a673ff5d6	APPROVED	2023-09-29T16:43:57.649	2023-09-29T16:49:28.303	2023-09-29T16:49:28.303	0.0290000000
JOU	FQJMCXUN	2	2			https://platform.toloka.ai/task/41565705/00027a3e09--6516fecd17aed1610e0075b0	00027a3e09--6516f3589ed8a304702aa863	00027a3e09--6516fecd17aed1610e0075b0	00027a3e09--6516fecd17aed1610e0075ae	9dec9ff7db0fc449f6d6f07a673ff5d6	APPROVED	2023-09-29T16:43:57.649	2023-09-29T16:49:28.303	2023-09-29T16:49:28.303	0.0290000000
HXMTVTYESZMXSEYDSVBGMPDXDGYYDF	BRLIZBXYWYNAKDBQJSRJT	6				https://platform.toloka.ai/task/41565705/00027a3e09--6516fecd17aed1610e0075b0	00027a3e09--6516f36d15b13a5af60539a7	00027a3e09--6516fecd17aed1610e0075b0	00027a3e09--6516fecd17aed1610e0075ae	9dec9ff7db0fc449f6d6f07a673ff5d6	APPROVED	2023-09-29T16:43:57.649	2023-09-29T16:49:28.303	2023-09-29T16:49:28.303	0.0290000000
VJXCJWMPSFSBCJMXEZFRDJLFOTIZMMYKBN	TTTYMRCBDJZFUBMRXGFIYKJUJXFNFQJ	13				https://platform.toloka.ai/task/41565705/00027a3e09--6516fed4495d233df33e7dde	00027a3e09--6516f36d15b13a5af60539a3	00027a3e09--6516fed4495d233df33e7dde	00027a3e09--6516fed4495d233df33e7ddb	55afaae2a778b0a81be24e7c39608745	APPROVED	2023-09-29T16:44:04.116	2023-09-29T16:44:18.071	2023-09-29T16:44:18.071	0.0290000000
OGK	MLDIFUTYN	0	0			https://platform.toloka.ai/task/41565705/00027a3e09--6516fed4495d233df33e7dde	00027a3e09--6516f3589ed8a304702aa85b	00027a3e09--6516fed4495d233df33e7dde	00027a3e09--6516fed4495d233df33e7ddb	55afaae2a778b0a81be24e7c39608745	APPROVED	2023-09-29T16:44:04.116	2023-09-29T16:44:18.071	2023-09-29T16:44:18.071	0.0290000000
MBURLVDJZCDQTPQB	JADZISCIBMXCSRNBDTF	12				https://platform.toloka.ai/task/41565705/00027a3e09--6516fed4495d233df33e7dde	00027a3e09--6516f36c15b13a5af605397a	00027a3e09--6516fed4495d233df33e7dde	00027a3e09--6516fed4495d233df33e7ddb	55afaae2a778b0a81be24e7c39608745	APPROVED	2023-09-29T16:44:04.116	2023-09-29T16:44:18.071	2023-09-29T16:44:18.071	0.0290000000
PKGEMOBPPCFNUPGCEM	EBNPNGQEXIZS	6				https://platform.toloka.ai/task/41565705/00027a3e09--6516fee34dc98f156eb1c31e	00027a3e09--6516f36d15b13a5af60539cd	00027a3e09--6516fee34dc98f156eb1c31e	00027a3e09--6516fee34dc98f156eb1c31a	55afaae2a778b0a81be24e7c39608745	APPROVED	2023-09-29T16:44:19.944	2023-09-29T16:44:46.440	2023-09-29T16:44:46.440	0.0290000000
SDRUNGAQEWIMPGFIIGNZMSJZBPMH	JYMIRNZHFFNJIQUIZVBRFNDHHLPBHATBMJNWGDQ	15				https://platform.toloka.ai/task/41565705/00027a3e09--6516fee34dc98f156eb1c31e	00027a3e09--6516f36d15b13a5af6053a0c	00027a3e09--6516fee34dc98f156eb1c31e	00027a3e09--6516fee34dc98f156eb1c31a	55afaae2a778b0a81be24e7c39608745	APPROVED	2023-09-29T16:44:19.944	2023-09-29T16:44:46.440	2023-09-29T16:44:46.440	0.0290000000
BVRVYG	BRVXG	4	4			https://platform.toloka.ai/task/41565705/00027a3e09--6516fee34dc98f156eb1c31e	00027a3e09--6516f3589ed8a304702aa86d	00027a3e09--6516fee34dc98f156eb1c31e	00027a3e09--6516fee34dc98f156eb1c31a	55afaae2a778b0a81be24e7c39608745	APPROVED	2023-09-29T16:44:19.944	2023-09-29T16:44:46.440	2023-09-29T16:44:46.440	0.0290000000
HXMTVTYESZMXSEYDSVBGMPDXDGYYDF	BRLIZBXYWYNAKDBQJSRJT	7				https://platform.toloka.ai/task/41565705/00027a3e09--6516fef59ed8a304702ca796	00027a3e09--6516f36d15b13a5af60539a7	00027a3e09--6516fef59ed8a304702ca796	00027a3e09--6516fef59ed8a304702ca793	d22ad0df983f4e7185aef69b171aea86	APPROVED	2023-09-29T16:44:37.872	2023-09-29T16:51:28.669	2023-09-29T16:51:28.669	0.0290000000
ONQ	NUSFGY	1				https://platform.toloka.ai/task/41565705/00027a3e09--6516fef59ed8a304702ca796	00027a3e09--6516f36d15b13a5af60539c3	00027a3e09--6516fef59ed8a304702ca796	00027a3e09--6516fef59ed8a304702ca793	d22ad0df983f4e7185aef69b171aea86	APPROVED	2023-09-29T16:44:37.872	2023-09-29T16:51:28.669	2023-09-29T16:51:28.669	0.0290000000
OGK	MLDIFUTYN	0	0			https://platform.toloka.ai/task/41565705/00027a3e09--6516fef59ed8a304702ca796	00027a3e09--6516f3589ed8a304702aa85b	00027a3e09--6516fef59ed8a304702ca796	00027a3e09--6516fef59ed8a304702ca793	d22ad0df983f4e7185aef69b171aea86	APPROVED	2023-09-29T16:44:37.872	2023-09-29T16:51:28.669	2023-09-29T16:51:28.669	0.0290000000
CBVTWF	XRYXVWBDI	3	2			https://platform.toloka.ai/task/41565705/00027a3e09--6516feff15b13a5af6071caa	00027a3e09--6516f3589ed8a304702aa84d	00027a3e09--6516feff15b13a5af6071caa	00027a3e09--6516feff15b13a5af6071ca3	55afaae2a778b0a81be24e7c39608745	APPROVED	2023-09-29T16:44:47.860	2023-09-29T16:45:31.333	2023-09-29T16:45:31.333	0.0290000000
QTBUWLEXNOA	FWJPC	1				https://platform.toloka.ai/task/41565705/00027a3e09--6516feff15b13a5af6071caa	00027a3e09--6516f36d15b13a5af605399f	00027a3e09--6516feff15b13a5af6071caa	00027a3e09--6516feff15b13a5af6071ca3	55afaae2a778b0a81be24e7c39608745	APPROVED	2023-09-29T16:44:47.860	2023-09-29T16:45:31.333	2023-09-29T16:45:31.333	0.0290000000
VCEURCKSOQFOBTPEHAXDEAHGFNTBTIR	IPYUKDQBNQPSMSYY	8				https://platform.toloka.ai/task/41565705/00027a3e09--6516feff15b13a5af6071caa	00027a3e09--6516f36d15b13a5af60539bd	00027a3e09--6516feff15b13a5af6071caa	00027a3e09--6516feff15b13a5af6071ca3	55afaae2a778b0a81be24e7c39608745	APPROVED	2023-09-29T16:44:47.860	2023-09-29T16:45:31.333	2023-09-29T16:45:31.333	0.0290000000
JOU	FQJMCXUN	2	2			https://platform.toloka.ai/task/41565705/00027a3e09--6516ff0c8879a44e70277998	00027a3e09--6516f3589ed8a304702aa863	00027a3e09--6516ff0c8879a44e70277998	00027a3e09--6516ff0c8879a44e70277996	ad3ff9a450cc92e1e1c341e9864e5606	APPROVED	2023-09-29T16:45:00.586	2023-09-29T16:46:01.535	2023-09-29T16:46:01.535	0.0290000000
HXMTVTYESZMXSEYDSVBGMPDXDGYYDF	BRLIZBXYWYNAKDBQJSRJT	2				https://platform.toloka.ai/task/41565705/00027a3e09--6516ff0c8879a44e70277998	00027a3e09--6516f36d15b13a5af60539a7	00027a3e09--6516ff0c8879a44e70277998	00027a3e09--6516ff0c8879a44e70277996	ad3ff9a450cc92e1e1c341e9864e5606	APPROVED	2023-09-29T16:45:00.586	2023-09-29T16:46:01.535	2023-09-29T16:46:01.535	0.0290000000
VJXCJWMPSFSBCJMXEZFRDJLFOTIZMMYKBN	TTTYMRCBDJZFUBMRXGFIYKJUJXFNFQJ	2				https://platform.toloka.ai/task/41565705/00027a3e09--6516ff0c8879a44e70277998	00027a3e09--6516f36d15b13a5af60539a3	00027a3e09--6516ff0c8879a44e70277998	00027a3e09--6516ff0c8879a44e70277996	ad3ff9a450cc92e1e1c341e9864e5606	APPROVED	2023-09-29T16:45:00.586	2023-09-29T16:46:01.535	2023-09-29T16:46:01.535	0.0290000000
JOU	FQJMCXUN	1	2			https://platform.toloka.ai/task/41565705/00027a3e09--6516ff39495d233df33e8d8e	00027a3e09--6516f3589ed8a304702aa863	00027a3e09--6516ff39495d233df33e8d8e	00027a3e09--6516ff39495d233df33e8d8b	f61f54f806340f8fbe22fc0fbed63a78	APPROVED	2023-09-29T16:45:45.683	2023-09-29T16:47:36.544	2023-09-29T16:47:36.544	0.0290000000
TDKOQDUEYHFYLMCYPASNPJZWZSFHLQXZK	ZGECZRIQHFKPHQDLBOXGV	2				https://platform.toloka.ai/task/41565705/00027a3e09--6516ff39495d233df33e8d8e	00027a3e09--6516f36d15b13a5af6053a3b	00027a3e09--6516ff39495d233df33e8d8e	00027a3e09--6516ff39495d233df33e8d8b	f61f54f806340f8fbe22fc0fbed63a78	APPROVED	2023-09-29T16:45:45.683	2023-09-29T16:47:36.544	2023-09-29T16:47:36.544	0.0290000000
SPNJSSB	LBHCSGQSUPYPOTGGHRK	2				https://platform.toloka.ai/task/41565705/00027a3e09--6516ff39495d233df33e8d8e	00027a3e09--6516f36d15b13a5af6053a16	00027a3e09--6516ff39495d233df33e8d8e	00027a3e09--6516ff39495d233df33e8d8b	f61f54f806340f8fbe22fc0fbed63a78	APPROVED	2023-09-29T16:45:45.683	2023-09-29T16:47:36.544	2023-09-29T16:47:36.544	0.0290000000
ONQ	NUSFGY	1				https://platform.toloka.ai/task/41565705/00027a3e09--6516ff4b2d0529346bec1456	00027a3e09--6516f36d15b13a5af60539c3	00027a3e09--6516ff4b2d0529346bec1456	00027a3e09--6516ff4b2d0529346bec1452	ad3ff9a450cc92e1e1c341e9864e5606	APPROVED	2023-09-29T16:46:03.128	2023-09-29T16:47:50.653	2023-09-29T16:47:50.653	0.0290000000
MRSUMK	FSZUKDW	3	3			https://platform.toloka.ai/task/41565705/00027a3e09--6516ff4b2d0529346bec1456	00027a3e09--6516f3589ed8a304702aa857	00027a3e09--6516ff4b2d0529346bec1456	00027a3e09--6516ff4b2d0529346bec1452	ad3ff9a450cc92e1e1c341e9864e5606	APPROVED	2023-09-29T16:46:03.128	2023-09-29T16:47:50.653	2023-09-29T16:47:50.653	0.0290000000
LHJFRFWHUZIIQ	GQZETXPWAYKUEZFTOTOFVFOVYAQQ	3				https://platform.toloka.ai/task/41565705/00027a3e09--6516ff4b2d0529346bec1456	00027a3e09--6516f36d15b13a5af6053a14	00027a3e09--6516ff4b2d0529346bec1456	00027a3e09--6516ff4b2d0529346bec1452	ad3ff9a450cc92e1e1c341e9864e5606	APPROVED	2023-09-29T16:46:03.128	2023-09-29T16:47:50.653	2023-09-29T16:47:50.653	0.0290000000
VJXCJWMPSFSBCJMXEZFRDJLFOTIZMMYKBN	TTTYMRCBDJZFUBMRXGFIYKJUJXFNFQJ	7				https://platform.toloka.ai/task/41565705/00027a3e09--6516ff508879a44e70278458	00027a3e09--6516f36d15b13a5af60539a3	00027a3e09--6516ff508879a44e70278458	00027a3e09--6516ff508879a44e70278455	fc6e5caa3dc328e7558b072e6607e399	APPROVED	2023-09-29T16:46:08.476	2023-09-29T16:57:47.486	2023-09-29T16:57:47.486	0.0290000000
TUPGGABJVZLAIMTKVBXANLBCUOWWWQRRKAADLAC	UQVYNDLJLMO	4				https://platform.toloka.ai/task/41565705/00027a3e09--6516ff508879a44e70278458	00027a3e09--6516f36c15b13a5af6053993	00027a3e09--6516ff508879a44e70278458	00027a3e09--6516ff508879a44e70278455	fc6e5caa3dc328e7558b072e6607e399	APPROVED	2023-09-29T16:46:08.476	2023-09-29T16:57:47.486	2023-09-29T16:57:47.486	0.0290000000
MRSUMK	FSZUKDW	3	3			https://platform.toloka.ai/task/41565705/00027a3e09--6516ff508879a44e70278458	00027a3e09--6516f3589ed8a304702aa857	00027a3e09--6516ff508879a44e70278458	00027a3e09--6516ff508879a44e70278455	fc6e5caa3dc328e7558b072e6607e399	APPROVED	2023-09-29T16:46:08.476	2023-09-29T16:57:47.486	2023-09-29T16:57:47.486	0.0290000000
TUPGGABJVZLAIMTKVBXANLBCUOWWWQRRKAADLAC	UQVYNDLJLMO	4				https://platform.toloka.ai/task/41565705/00027a3e09--6516ffae17aed1610e00a0d9	00027a3e09--6516f36c15b13a5af6053993	00027a3e09--6516ffae17aed1610e00a0d9	00027a3e09--6516ffad17aed1610e00a0d0	f61f54f806340f8fbe22fc0fbed63a78	APPROVED	2023-09-29T16:47:42.062	2023-09-29T16:49:20.174	2023-09-29T16:49:20.174	0.0290000000
WUQDBBOLLHVWJQH	FJZDMYBN	1				https://platform.toloka.ai/task/41565705/00027a3e09--6516ffae17aed1610e00a0d9	00027a3e09--6516f36c15b13a5af605399d	00027a3e09--6516ffae17aed1610e00a0d9	00027a3e09--6516ffad17aed1610e00a0d0	f61f54f806340f8fbe22fc0fbed63a78	APPROVED	2023-09-29T16:47:42.062	2023-09-29T16:49:20.174	2023-09-29T16:49:20.174	0.0290000000
NGFUX	NQGUX	4	4			https://platform.toloka.ai/task/41565705/00027a3e09--6516ffae17aed1610e00a0d9	00027a3e09--6516f3589ed8a304702aa85f	00027a3e09--6516ffae17aed1610e00a0d9	00027a3e09--6516ffad17aed1610e00a0d0	f61f54f806340f8fbe22fc0fbed63a78	APPROVED	2023-09-29T16:47:42.062	2023-09-29T16:49:20.174	2023-09-29T16:49:20.174	0.0290000000
KXCSM	TNOHVLHULSTIZKT	1	1			https://platform.toloka.ai/task/41565705/00027a3e09--6516ffb8e4173738521f5a89	00027a3e09--6516f3589ed8a304702aa853	00027a3e09--6516ffb8e4173738521f5a89	00027a3e09--6516ffb8e4173738521f5a83	ad3ff9a450cc92e1e1c341e9864e5606	APPROVED	2023-09-29T16:47:52.111	2023-09-29T16:49:16.119	2023-09-29T16:49:16.119	0.0290000000
QTBUWLEXNOA	FWJPC	1				https://platform.toloka.ai/task/41565705/00027a3e09--6516ffb8e4173738521f5a89	00027a3e09--6516f36d15b13a5af605399f	00027a3e09--6516ffb8e4173738521f5a89	00027a3e09--6516ffb8e4173738521f5a83	ad3ff9a450cc92e1e1c341e9864e5606	APPROVED	2023-09-29T16:47:52.111	2023-09-29T16:49:16.119	2023-09-29T16:49:16.119	0.0290000000
YSPFENBSEQRRADMRAUOVUWQHBCWKF	FOQQDXNVOSUSZBDATLANVSIDLROLROTP	2				https://platform.toloka.ai/task/41565705/00027a3e09--6516ffb8e4173738521f5a89	00027a3e09--6516f36d15b13a5af60539d8	00027a3e09--6516ffb8e4173738521f5a89	00027a3e09--6516ffb8e4173738521f5a83	ad3ff9a450cc92e1e1c341e9864e5606	APPROVED	2023-09-29T16:47:52.111	2023-09-29T16:49:16.119	2023-09-29T16:49:16.119	0.0290000000
ONQ	NUSFGY	1				https://platform.toloka.ai/task/41565705/00027a3e09--6516fff10ab55c42a0da5d67	00027a3e09--6516f36d15b13a5af60539c3	00027a3e09--6516fff10ab55c42a0da5d67	00027a3e09--6516fff10ab55c42a0da5d64	f43f4915ec4c151fb43f4256edc9be20	APPROVED	2023-09-29T16:48:49.841	2023-09-29T16:52:19.117	2023-09-29T16:52:19.117	0.0290000000
VCEURCKSOQFOBTPEHAXDEAHGFNTBTIR	IPYUKDQBNQPSMSYY	3				https://platform.toloka.ai/task/41565705/00027a3e09--6516fff10ab55c42a0da5d67	00027a3e09--6516f36d15b13a5af60539bd	00027a3e09--6516fff10ab55c42a0da5d67	00027a3e09--6516fff10ab55c42a0da5d64	f43f4915ec4c151fb43f4256edc9be20	APPROVED	2023-09-29T16:48:49.841	2023-09-29T16:52:19.117	2023-09-29T16:52:19.117	0.0290000000
BVRVYG	BRVXG	3	4			https://platform.toloka.ai/task/41565705/00027a3e09--6516fff10ab55c42a0da5d67	00027a3e09--6516f3589ed8a304702aa86d	00027a3e09--6516fff10ab55c42a0da5d67	00027a3e09--6516fff10ab55c42a0da5d64	f43f4915ec4c151fb43f4256edc9be20	APPROVED	2023-09-29T16:48:49.841	2023-09-29T16:52:19.117	2023-09-29T16:52:19.117	0.0290000000
UJTSX	FQYYIJWYB	1	1			https://platform.toloka.ai/task/41565705/00027a3e09--65170010bded9655b680d55e	00027a3e09--6516f3589ed8a304702aa851	00027a3e09--65170010bded9655b680d55e	00027a3e09--6517000fbded9655b680d558	ad3ff9a450cc92e1e1c341e9864e5606	APPROVED	2023-09-29T16:49:20.002	2023-09-29T16:50:31.793	2023-09-29T16:50:31.793	0.0290000000
SPNJSSB	LBHCSGQSUPYPOTGGHRK	2				https://platform.toloka.ai/task/41565705/00027a3e09--65170010bded9655b680d55e	00027a3e09--6516f36d15b13a5af6053a16	00027a3e09--65170010bded9655b680d55e	00027a3e09--6517000fbded9655b680d558	ad3ff9a450cc92e1e1c341e9864e5606	APPROVED	2023-09-29T16:49:20.002	2023-09-29T16:50:31.793	2023-09-29T16:50:31.793	0.0290000000
VCEURCKSOQFOBTPEHAXDEAHGFNTBTIR	IPYUKDQBNQPSMSYY	3				https://platform.toloka.ai/task/41565705/00027a3e09--65170010bded9655b680d55e	00027a3e09--6516f36d15b13a5af60539bd	00027a3e09--65170010bded9655b680d55e	00027a3e09--6517000fbded9655b680d558	ad3ff9a450cc92e1e1c341e9864e5606	APPROVED	2023-09-29T16:49:20.002	2023-09-29T16:50:31.793	2023-09-29T16:50:31.793	0.0290000000
ZM	EMOSKUVMHKDGWYZJPNFDPVCDHFIULPMZI	2				https://platform.toloka.ai/task/41565705/00027a3e09--651700114dc98f156eb215ea	00027a3e09--6516f36d15b13a5af6053a3f	00027a3e09--651700114dc98f156eb215ea	00027a3e09--651700114dc98f156eb215e8	f61f54f806340f8fbe22fc0fbed63a78	APPROVED	2023-09-29T16:49:21.563	2023-09-29T16:50:45.568	2023-09-29T16:50:45.568	0.0290000000
OUHYGUWVASVBWFCTEICVUNXMJWR	FZMVVWRXCEOIACNJJTUSRRVVDTOT	4				https://platform.toloka.ai/task/41565705/00027a3e09--651700114dc98f156eb215ea	00027a3e09--6516f36d15b13a5af6053a0e	00027a3e09--651700114dc98f156eb215ea	00027a3e09--651700114dc98f156eb215e8	f61f54f806340f8fbe22fc0fbed63a78	APPROVED	2023-09-29T16:49:21.563	2023-09-29T16:50:45.568	2023-09-29T16:50:45.568	0.0290000000
CTXMKP	CTAVMK	4	4			https://platform.toloka.ai/task/41565705/00027a3e09--651700114dc98f156eb215ea	00027a3e09--6516f3589ed8a304702aa85d	00027a3e09--651700114dc98f156eb215ea	00027a3e09--651700114dc98f156eb215e8	f61f54f806340f8fbe22fc0fbed63a78	APPROVED	2023-09-29T16:49:21.563	2023-09-29T16:50:45.568	2023-09-29T16:50:45.568	0.0290000000
WUQDBBOLLHVWJQH	FJZDMYBN	2				https://platform.toloka.ai/task/41565705/00027a3e09--6517001b9ed8a304702ce810	00027a3e09--6516f36c15b13a5af605399d	00027a3e09--6517001b9ed8a304702ce810	00027a3e09--6517001b9ed8a304702ce80d	9dec9ff7db0fc449f6d6f07a673ff5d6	APPROVED	2023-09-29T16:49:31.863	2023-09-29T16:52:36.751	2023-09-29T16:52:36.751	0.0290000000
MBURLVDJZCDQTPQB	JADZISCIBMXCSRNBDTF	5				https://platform.toloka.ai/task/41565705/00027a3e09--6517001b9ed8a304702ce810	00027a3e09--6516f36c15b13a5af605397a	00027a3e09--6517001b9ed8a304702ce810	00027a3e09--6517001b9ed8a304702ce80d	9dec9ff7db0fc449f6d6f07a673ff5d6	APPROVED	2023-09-29T16:49:31.863	2023-09-29T16:52:36.751	2023-09-29T16:52:36.751	0.0290000000
MRSUMK	FSZUKDW	3	3			https://platform.toloka.ai/task/41565705/00027a3e09--6517001b9ed8a304702ce810	00027a3e09--6516f3589ed8a304702aa857	00027a3e09--6517001b9ed8a304702ce810	00027a3e09--6517001b9ed8a304702ce80d	9dec9ff7db0fc449f6d6f07a673ff5d6	APPROVED	2023-09-29T16:49:31.863	2023-09-29T16:52:36.751	2023-09-29T16:52:36.751	0.0290000000
KJ	ZEXQQHFXWEFJDHRFCOP	1	1			https://platform.toloka.ai/task/41565705/00027a3e09--6517005917aed1610e00c570	00027a3e09--6516f3589ed8a304702aa873	00027a3e09--6517005917aed1610e00c570	00027a3e09--6517005917aed1610e00c56c	ad3ff9a450cc92e1e1c341e9864e5606	APPROVED	2023-09-29T16:50:33.447	2023-09-29T16:51:44.029	2023-09-29T16:51:44.029	0.0290000000
EYYSMU	CCPLLCTWMHDMQXSKFBAAXBAM	2				https://platform.toloka.ai/task/41565705/00027a3e09--6517005917aed1610e00c570	00027a3e09--6516f36d15b13a5af6053a2e	00027a3e09--6517005917aed1610e00c570	00027a3e09--6517005917aed1610e00c56c	ad3ff9a450cc92e1e1c341e9864e5606	APPROVED	2023-09-29T16:50:33.447	2023-09-29T16:51:44.029	2023-09-29T16:51:44.029	0.0290000000
NNSIIRAQICB	QHRVJUHENFXDUEWLBNZQQKDGBZVXEEM	4				https://platform.toloka.ai/task/41565705/00027a3e09--6517005917aed1610e00c570	00027a3e09--6516f36d15b13a5af6053a3d	00027a3e09--6517005917aed1610e00c570	00027a3e09--6517005917aed1610e00c56c	ad3ff9a450cc92e1e1c341e9864e5606	APPROVED	2023-09-29T16:50:33.447	2023-09-29T16:51:44.029	2023-09-29T16:51:44.029	0.0290000000
OGK	MLDIFUTYN	0	0			https://platform.toloka.ai/task/41565705/00027a3e09--651700659ed8a304702cf679	00027a3e09--6516f3589ed8a304702aa85b	00027a3e09--651700659ed8a304702cf679	00027a3e09--651700659ed8a304702cf673	adb6dd3b8ff6c355741e39d6094b8c5a	APPROVED	2023-09-29T16:50:45.621	2023-09-29T16:52:48.920	2023-09-29T16:52:48.920	0.0290000000
WOWXKKFFLDMTXLW	FBYNAXCAZGBWAL	4				https://platform.toloka.ai/task/41565705/00027a3e09--651700659ed8a304702cf679	00027a3e09--6516f36c15b13a5af605396c	00027a3e09--651700659ed8a304702cf679	00027a3e09--651700659ed8a304702cf673	adb6dd3b8ff6c355741e39d6094b8c5a	APPROVED	2023-09-29T16:50:45.621	2023-09-29T16:52:48.920	2023-09-29T16:52:48.920	0.0290000000
MBURLVDJZCDQTPQB	JADZISCIBMXCSRNBDTF	7				https://platform.toloka.ai/task/41565705/00027a3e09--651700659ed8a304702cf679	00027a3e09--6516f36c15b13a5af605397a	00027a3e09--651700659ed8a304702cf679	00027a3e09--651700659ed8a304702cf673	adb6dd3b8ff6c355741e39d6094b8c5a	APPROVED	2023-09-29T16:50:45.621	2023-09-29T16:52:48.920	2023-09-29T16:52:48.920	0.0290000000
VCEURCKSOQFOBTPEHAXDEAHGFNTBTIR	IPYUKDQBNQPSMSYY	1				https://platform.toloka.ai/task/41565705/00027a3e09--651700672d0529346bec4c23	00027a3e09--6516f36d15b13a5af60539bd	00027a3e09--651700672d0529346bec4c23	00027a3e09--651700672d0529346bec4c1d	f61f54f806340f8fbe22fc0fbed63a78	APPROVED	2023-09-29T16:50:47.578	2023-09-29T16:52:49.010	2023-09-29T16:52:49.010	0.0290000000
