INPUT:parentheses	OUTPUT:correct	GOLDEN:correct	HINT:text	HINT:default_language	ASSIGNMENT:link	ASSIGNMENT:task_id	ASSIGNMENT:assignment_id	ASSIGNMENT:task_suite_id	ASSIGNMENT:worker_id	ASSIGNMENT:status	ASSIGNMENT:started	ASSIGNMENT:submitted	ASSIGNMENT:accepted	ASSIGNMENT:reward
] ] ( ) } { [ {	0				https://platform.toloka.ai/task/41554142/00027a10de--651674cd458ad076cf0a8452	00027a10de--6515e7f4e6499645e520ca87	00027a10de--651674cd458ad076cf0a8452	00027a10de--651674cd458ad076cf0a8442	bae1fe5fd6e2d1b4e9be8eba8dcecef3	APPROVED	2023-09-29T06:55:09.952	2023-09-29T06:55:38.402	2023-09-29T06:55:38.402	0.0220000000
[ ( ] [ ] { ) ]	0				https://platform.toloka.ai/task/41554142/00027a10de--651674d2458ad076cf0a870b	00027a10de--6515e7f4e6499645e520ca8b	00027a10de--651674d2458ad076cf0a870b	00027a10de--651674d2458ad076cf0a8708	64082383eaeded4c387b95ae9b30b590	APPROVED	2023-09-29T06:55:14.569	2023-09-29T06:55:32.907	2023-09-29T06:55:32.907	0.0220000000
] ] ( ) } { [ {	0				https://platform.toloka.ai/task/41554142/00027a10de--651674d2458ad076cf0a870b	00027a10de--6515e7f4e6499645e520ca87	00027a10de--651674d2458ad076cf0a870b	00027a10de--651674d2458ad076cf0a8708	64082383eaeded4c387b95ae9b30b590	APPROVED	2023-09-29T06:55:14.569	2023-09-29T06:55:32.907	2023-09-29T06:55:32.907	0.0220000000
[ { } { { { } { { ( ( ( ) ) ) } } } } ]	1	1			https://platform.toloka.ai/task/41554142/00027a10de--651674d2458ad076cf0a870b	00027a10de--6515e7e063c0d47637f1e104	00027a10de--651674d2458ad076cf0a870b	00027a10de--651674d2458ad076cf0a8708	64082383eaeded4c387b95ae9b30b590	APPROVED	2023-09-29T06:55:14.569	2023-09-29T06:55:32.907	2023-09-29T06:55:32.907	0.0220000000
{ } ( ) ( ) { { ( ) ( ) ) } [ ] [ { } ]	0	0			https://platform.toloka.ai/task/41554142/00027a10de--651674d915b13a5af6ea1bbb	00027a10de--6515e7e063c0d47637f1e108	00027a10de--651674d915b13a5af6ea1bbb	00027a10de--651674d915b13a5af6ea1bb1	f0e19f553dda9db0ae12a42c48e9bd3b	APPROVED	2023-09-29T06:55:21.117	2023-09-29T06:57:03.072	2023-09-29T06:57:03.072	0.0190000000
) { { [ ) [ ] ( { } ( ) [ } } ( ] ) ] {	0				https://platform.toloka.ai/task/41554142/00027a10de--651674d915b13a5af6ea1bbb	00027a10de--6515e7f4e6499645e520ca21	00027a10de--651674d915b13a5af6ea1bbb	00027a10de--651674d915b13a5af6ea1bb1	f0e19f553dda9db0ae12a42c48e9bd3b	APPROVED	2023-09-29T06:55:21.117	2023-09-29T06:57:03.072	2023-09-29T06:57:03.072	0.0190000000
[ { } ]	1				https://platform.toloka.ai/task/41554142/00027a10de--651674d915b13a5af6ea1bbb	00027a10de--6515e7f4e6499645e520cab6	00027a10de--651674d915b13a5af6ea1bbb	00027a10de--651674d915b13a5af6ea1bb1	f0e19f553dda9db0ae12a42c48e9bd3b	APPROVED	2023-09-29T06:55:21.117	2023-09-29T06:57:03.072	2023-09-29T06:57:03.072	0.0190000000
{ [ ] } [ ( ) ] { }	1	1			https://platform.toloka.ai/task/41554142/00027a10de--651674dd458ad076cf0a8a3a	00027a10de--6515e7e063c0d47637f1e10c	00027a10de--651674dd458ad076cf0a8a3a	00027a10de--651674dc458ad076cf0a8a32	1c8b1038b5ffeb38c0e2ebf8f7b4c666	APPROVED	2023-09-29T06:55:25.016	2023-09-29T06:55:53.502	2023-09-29T06:55:53.502	0.0190000000
[ { } ]	1				https://platform.toloka.ai/task/41554142/00027a10de--651674dd458ad076cf0a8a3a	00027a10de--6515e7f4e6499645e520cab6	00027a10de--651674dd458ad076cf0a8a3a	00027a10de--651674dc458ad076cf0a8a32	1c8b1038b5ffeb38c0e2ebf8f7b4c666	APPROVED	2023-09-29T06:55:25.016	2023-09-29T06:55:53.502	2023-09-29T06:55:53.502	0.0190000000
) [ ( } { { ) ] [ ) ( [ ] ] { } { } ( )	0				https://platform.toloka.ai/task/41554142/00027a10de--651674dd458ad076cf0a8a3a	00027a10de--6515e7f4e6499645e520ca4d	00027a10de--651674dd458ad076cf0a8a3a	00027a10de--651674dc458ad076cf0a8a32	1c8b1038b5ffeb38c0e2ebf8f7b4c666	APPROVED	2023-09-29T06:55:25.016	2023-09-29T06:55:53.502	2023-09-29T06:55:53.502	0.0190000000
{ { } { [ ] [ ( { } ( { } [ ] ) ) ] } }	0	1			https://platform.toloka.ai/task/41554142/00027a10de--651674e10ab55c42a0bd102f	00027a10de--6515e7e063c0d47637f1e0df	00027a10de--651674e10ab55c42a0bd102f	00027a10de--651674e10ab55c42a0bd102b	007230d9384bade0fa9dca06f738e9f3	APPROVED	2023-09-29T06:55:29.207	2023-09-29T06:55:51.958	2023-09-29T06:55:51.958	0.0190000000
[ ( ] [ ] { ) ]	0				https://platform.toloka.ai/task/41554142/00027a10de--651674e10ab55c42a0bd102f	00027a10de--6515e7f4e6499645e520ca8b	00027a10de--651674e10ab55c42a0bd102f	00027a10de--651674e10ab55c42a0bd102b	007230d9384bade0fa9dca06f738e9f3	APPROVED	2023-09-29T06:55:29.207	2023-09-29T06:55:51.958	2023-09-29T06:55:51.958	0.0190000000
[ [ ) )	0				https://platform.toloka.ai/task/41554142/00027a10de--651674e10ab55c42a0bd102f	00027a10de--6515e7f4e6499645e520ca9a	00027a10de--651674e10ab55c42a0bd102f	00027a10de--651674e10ab55c42a0bd102b	007230d9384bade0fa9dca06f738e9f3	APPROVED	2023-09-29T06:55:29.207	2023-09-29T06:55:51.958	2023-09-29T06:55:51.958	0.0190000000
{ { } { [ ] [ ( { } ( { } [ ] ) ) ] } }	0	1			https://platform.toloka.ai/task/41554142/00027a10de--651674e502bac2165700f339	00027a10de--6515e7e063c0d47637f1e0df	00027a10de--651674e502bac2165700f339	00027a10de--651674e502bac2165700f336	c1dfe6bb319417566fd24d9d353e1e53	APPROVED	2023-09-29T06:55:33.809	2023-09-29T06:56:03.397	2023-09-29T06:56:03.397	0.0220000000
) { { [ ) [ ] ( { } ( ) [ } } ( ] ) ] {	0				https://platform.toloka.ai/task/41554142/00027a10de--651674e502bac2165700f339	00027a10de--6515e7f4e6499645e520ca21	00027a10de--651674e502bac2165700f339	00027a10de--651674e502bac2165700f336	c1dfe6bb319417566fd24d9d353e1e53	APPROVED	2023-09-29T06:55:33.809	2023-09-29T06:56:03.397	2023-09-29T06:56:03.397	0.0220000000
{ } ( ) [ ] ( )	1				https://platform.toloka.ai/task/41554142/00027a10de--651674e502bac2165700f339	00027a10de--6515e7f4e6499645e520cabc	00027a10de--651674e502bac2165700f339	00027a10de--651674e502bac2165700f336	c1dfe6bb319417566fd24d9d353e1e53	APPROVED	2023-09-29T06:55:33.809	2023-09-29T06:56:03.397	2023-09-29T06:56:03.397	0.0220000000
{ { } ( ) } ( [ ] [ ] )	0				https://platform.toloka.ai/task/41554142/00027a10de--651674e515b13a5af6ea1e95	00027a10de--6515e7f4e6499645e520ca3d	00027a10de--651674e515b13a5af6ea1e95	00027a10de--651674e515b13a5af6ea1e93	50cfc8b2adb2bbb9eccf4d15d0ac86ed	APPROVED	2023-09-29T06:55:33.783	2023-09-29T06:55:58.311	2023-09-29T06:55:58.311	0.0190000000
[ ( ] [ ] { ) ]	0				https://platform.toloka.ai/task/41554142/00027a10de--651674e515b13a5af6ea1e95	00027a10de--6515e7f4e6499645e520ca8b	00027a10de--651674e515b13a5af6ea1e95	00027a10de--651674e515b13a5af6ea1e93	50cfc8b2adb2bbb9eccf4d15d0ac86ed	APPROVED	2023-09-29T06:55:33.783	2023-09-29T06:55:58.311	2023-09-29T06:55:58.311	0.0190000000
{ } ( ) ( ) { { ( ) ( ) ) } [ ] [ { } ]	0	0			https://platform.toloka.ai/task/41554142/00027a10de--651674e515b13a5af6ea1e95	00027a10de--6515e7e063c0d47637f1e108	00027a10de--651674e515b13a5af6ea1e95	00027a10de--651674e515b13a5af6ea1e93	50cfc8b2adb2bbb9eccf4d15d0ac86ed	APPROVED	2023-09-29T06:55:33.783	2023-09-29T06:55:58.311	2023-09-29T06:55:58.311	0.0190000000
) { ] )	0				https://platform.toloka.ai/task/41554142/00027a10de--651674e615b13a5af6ea1ed8	00027a10de--6515e7f4e6499645e520ca1f	00027a10de--651674e615b13a5af6ea1ed8	00027a10de--651674e615b13a5af6ea1ed5	c3b72da5378d99c4ff1a4edb47c6fc99	APPROVED	2023-09-29T06:55:34.986	2023-09-29T06:55:54.516	2023-09-29T06:55:54.516	0.0190000000
[ [ ) )	0				https://platform.toloka.ai/task/41554142/00027a10de--651674e615b13a5af6ea1ed8	00027a10de--6515e7f4e6499645e520ca9a	00027a10de--651674e615b13a5af6ea1ed8	00027a10de--651674e615b13a5af6ea1ed5	c3b72da5378d99c4ff1a4edb47c6fc99	APPROVED	2023-09-29T06:55:34.986	2023-09-29T06:55:54.516	2023-09-29T06:55:54.516	0.0190000000
[ { } { { { } { { ( ( ( ) ) ) } } } } ]	0	1			https://platform.toloka.ai/task/41554142/00027a10de--651674e615b13a5af6ea1ed8	00027a10de--6515e7e063c0d47637f1e104	00027a10de--651674e615b13a5af6ea1ed8	00027a10de--651674e615b13a5af6ea1ed5	c3b72da5378d99c4ff1a4edb47c6fc99	APPROVED	2023-09-29T06:55:34.986	2023-09-29T06:55:54.516	2023-09-29T06:55:54.516	0.0190000000
[ ] ( [ [ { [ ] } [ ] ( { ( ) } ) ] ] )	1	1			https://platform.toloka.ai/task/41554142/00027a10de--651674e6458ad076cf0a8c94	00027a10de--6515e7e063c0d47637f1e0f5	00027a10de--651674e6458ad076cf0a8c94	00027a10de--651674e6458ad076cf0a8c91	64082383eaeded4c387b95ae9b30b590	APPROVED	2023-09-29T06:55:34.350	2023-09-29T06:56:01.518	2023-09-29T06:56:01.518	0.0220000000
( ) ( { [ ] } )	1				https://platform.toloka.ai/task/41554142/00027a10de--651674e6458ad076cf0a8c94	00027a10de--6515e7f4e6499645e520cacb	00027a10de--651674e6458ad076cf0a8c94	00027a10de--651674e6458ad076cf0a8c91	64082383eaeded4c387b95ae9b30b590	APPROVED	2023-09-29T06:55:34.350	2023-09-29T06:56:01.518	2023-09-29T06:56:01.518	0.0220000000
{ } ( ) [ ] ( )	1				https://platform.toloka.ai/task/41554142/00027a10de--651674e6458ad076cf0a8c94	00027a10de--6515e7f4e6499645e520cabc	00027a10de--651674e6458ad076cf0a8c94	00027a10de--651674e6458ad076cf0a8c91	64082383eaeded4c387b95ae9b30b590	APPROVED	2023-09-29T06:55:34.350	2023-09-29T06:56:01.518	2023-09-29T06:56:01.518	0.0220000000
( { ] { ( ) ) { } [ ) [	0				https://platform.toloka.ai/task/41554142/00027a10de--651674e7bded9655b6635645	00027a10de--6515e7f4e6499645e520ca9c	00027a10de--651674e7bded9655b6635645	00027a10de--651674e7bded9655b663563c	f850dd978a239fb154e22b9f4fcfc046	APPROVED	2023-09-29T06:55:35.234	2023-09-29T06:55:59.808	2023-09-29T06:55:59.808	0.0220000000
[ { [ ] } ( { } ) ] ( )	1				https://platform.toloka.ai/task/41554142/00027a10de--651674e7bded9655b6635645	00027a10de--6515e7f4e6499645e520ca79	00027a10de--651674e7bded9655b6635645	00027a10de--651674e7bded9655b663563c	f850dd978a239fb154e22b9f4fcfc046	APPROVED	2023-09-29T06:55:35.234	2023-09-29T06:55:59.808	2023-09-29T06:55:59.808	0.0220000000
( ) ( ) { } { ( ( { } ) ) { } } [ ] [ ]	1	1			https://platform.toloka.ai/task/41554142/00027a10de--651674e7bded9655b6635645	00027a10de--6515e7e063c0d47637f1e10a	00027a10de--651674e7bded9655b6635645	00027a10de--651674e7bded9655b663563c	f850dd978a239fb154e22b9f4fcfc046	APPROVED	2023-09-29T06:55:35.234	2023-09-29T06:55:59.808	2023-09-29T06:55:59.808	0.0220000000
] [ ) (	0				https://platform.toloka.ai/task/41554142/00027a10de--651674ece417373852fb7590	00027a10de--6515e7f4e6499645e520cad1	00027a10de--651674ece417373852fb7590	00027a10de--651674ece417373852fb7579	bae1fe5fd6e2d1b4e9be8eba8dcecef3	APPROVED	2023-09-29T06:55:40.125	2023-09-29T06:56:31.328	2023-09-29T06:56:31.328	0.0220000000
[ { } { { { } { { ( ( ( ) ) ) } } } } ]	1	1			https://platform.toloka.ai/task/41554142/00027a10de--651674ece417373852fb7590	00027a10de--6515e7e063c0d47637f1e104	00027a10de--651674ece417373852fb7590	00027a10de--651674ece417373852fb7579	bae1fe5fd6e2d1b4e9be8eba8dcecef3	APPROVED	2023-09-29T06:55:40.125	2023-09-29T06:56:31.328	2023-09-29T06:56:31.328	0.0220000000
[ { } ( } [ ] ( ) ] ] ) ) { [ } ) ( { {	0				https://platform.toloka.ai/task/41554142/00027a10de--651674ece417373852fb7590	00027a10de--6515e7f4e6499645e520cab8	00027a10de--651674ece417373852fb7590	00027a10de--651674ece417373852fb7579	bae1fe5fd6e2d1b4e9be8eba8dcecef3	APPROVED	2023-09-29T06:55:40.125	2023-09-29T06:56:31.328	2023-09-29T06:56:31.328	0.0220000000
[ { } ]	1				https://platform.toloka.ai/task/41554142/00027a10de--651674f94dc98f156e90a583	00027a10de--6515e7f4e6499645e520cab6	00027a10de--651674f94dc98f156e90a583	00027a10de--651674f94dc98f156e90a57f	007230d9384bade0fa9dca06f738e9f3	APPROVED	2023-09-29T06:55:53.738	2023-09-29T06:56:09.948	2023-09-29T06:56:09.948	0.0190000000
{ { { } { } ( ) } ] ( ) { } ( ) ( { } )	0	0			https://platform.toloka.ai/task/41554142/00027a10de--651674f94dc98f156e90a583	00027a10de--6515e7e063c0d47637f1e0ef	00027a10de--651674f94dc98f156e90a583	00027a10de--651674f94dc98f156e90a57f	007230d9384bade0fa9dca06f738e9f3	APPROVED	2023-09-29T06:55:53.738	2023-09-29T06:56:09.948	2023-09-29T06:56:09.948	0.0190000000
( ) ( { [ ] } )	1				https://platform.toloka.ai/task/41554142/00027a10de--651674f94dc98f156e90a583	00027a10de--6515e7f4e6499645e520cacb	00027a10de--651674f94dc98f156e90a583	00027a10de--651674f94dc98f156e90a57f	007230d9384bade0fa9dca06f738e9f3	APPROVED	2023-09-29T06:55:53.738	2023-09-29T06:56:09.948	2023-09-29T06:56:09.948	0.0190000000
[ { ( [ ] ) { } } ] ( )	1				https://platform.toloka.ai/task/41554142/00027a10de--651674fa827c067dd016f829	00027a10de--6515e7f4e6499645e520cac4	00027a10de--651674fa827c067dd016f829	00027a10de--651674fa827c067dd016f816	4719a0938ab853107a3f63f6b9072912	APPROVED	2023-09-29T06:55:54.867	2023-09-29T06:56:19.320	2023-09-29T06:56:19.320	0.0190000000
( ) { } [ ] } [ ] { ( ) [ { } ] [ ] { }	0	0			https://platform.toloka.ai/task/41554142/00027a10de--651674fa827c067dd016f829	00027a10de--6515e7e063c0d47637f1e0e7	00027a10de--651674fa827c067dd016f829	00027a10de--651674fa827c067dd016f816	4719a0938ab853107a3f63f6b9072912	APPROVED	2023-09-29T06:55:54.867	2023-09-29T06:56:19.320	2023-09-29T06:56:19.320	0.0190000000
] [ ) (	0				https://platform.toloka.ai/task/41554142/00027a10de--651674fa827c067dd016f829	00027a10de--6515e7f4e6499645e520cad1	00027a10de--651674fa827c067dd016f829	00027a10de--651674fa827c067dd016f816	4719a0938ab853107a3f63f6b9072912	APPROVED	2023-09-29T06:55:54.867	2023-09-29T06:56:19.320	2023-09-29T06:56:19.320	0.0190000000
) { ] )	0				https://platform.toloka.ai/task/41554142/00027a10de--651674fa827c067dd016f831	00027a10de--6515e7f4e6499645e520ca1f	00027a10de--651674fa827c067dd016f831	00027a10de--651674fa827c067dd016f82c	1c8b1038b5ffeb38c0e2ebf8f7b4c666	APPROVED	2023-09-29T06:55:54.903	2023-09-29T06:56:21.002	2023-09-29T06:56:21.002	0.0190000000
] ] ( ) } { [ {	0				https://platform.toloka.ai/task/41554142/00027a10de--651674fa827c067dd016f831	00027a10de--6515e7f4e6499645e520ca87	00027a10de--651674fa827c067dd016f831	00027a10de--651674fa827c067dd016f82c	1c8b1038b5ffeb38c0e2ebf8f7b4c666	APPROVED	2023-09-29T06:55:54.903	2023-09-29T06:56:21.002	2023-09-29T06:56:21.002	0.0190000000
[ ] { ( ( ( [ [ { } ( ) ( ) ] ] ) ) ) }	1	1			https://platform.toloka.ai/task/41554142/00027a10de--651674fa827c067dd016f831	00027a10de--6515e7e063c0d47637f1e11a	00027a10de--651674fa827c067dd016f831	00027a10de--651674fa827c067dd016f82c	1c8b1038b5ffeb38c0e2ebf8f7b4c666	APPROVED	2023-09-29T06:55:54.903	2023-09-29T06:56:21.002	2023-09-29T06:56:21.002	0.0190000000
] [ ) (	0				https://platform.toloka.ai/task/41554142/00027a10de--651674fbe417373852fb78e1	00027a10de--6515e7f4e6499645e520cad1	00027a10de--651674fbe417373852fb78e1	00027a10de--651674fbe417373852fb78df	d6c9d544a5352c7fb369186e053c4b37	APPROVED	2023-09-29T06:55:55.067	2023-09-29T06:56:47.532	2023-09-29T06:56:47.532	0.0220000000
( ) ( { [ ] } )	1				https://platform.toloka.ai/task/41554142/00027a10de--651674fbe417373852fb78e1	00027a10de--6515e7f4e6499645e520cacb	00027a10de--651674fbe417373852fb78e1	00027a10de--651674fbe417373852fb78df	d6c9d544a5352c7fb369186e053c4b37	APPROVED	2023-09-29T06:55:55.067	2023-09-29T06:56:47.532	2023-09-29T06:56:47.532	0.0220000000
[ { } { { { } { { ( ( ( ) ) ) } } } } ]	1	1			https://platform.toloka.ai/task/41554142/00027a10de--651674fbe417373852fb78e1	00027a10de--6515e7e063c0d47637f1e104	00027a10de--651674fbe417373852fb78e1	00027a10de--651674fbe417373852fb78df	d6c9d544a5352c7fb369186e053c4b37	APPROVED	2023-09-29T06:55:55.067	2023-09-29T06:56:47.532	2023-09-29T06:56:47.532	0.0220000000
[ { } ]	1				https://platform.toloka.ai/task/41554142/00027a10de--651674fc495d233df31eeabe	00027a10de--6515e7f4e6499645e520cab6	00027a10de--651674fc495d233df31eeabe	00027a10de--651674fc495d233df31eeabc	c3b72da5378d99c4ff1a4edb47c6fc99	APPROVED	2023-09-29T06:55:56.057	2023-09-29T06:56:15.872	2023-09-29T06:56:15.872	0.0190000000
[ ] [ ] [ ] [ { } ( ( { } ) ) { { } } ]	1				https://platform.toloka.ai/task/41554142/00027a10de--651674fc495d233df31eeabe	00027a10de--6515e7f4e6499645e520ca17	00027a10de--651674fc495d233df31eeabe	00027a10de--651674fc495d233df31eeabc	c3b72da5378d99c4ff1a4edb47c6fc99	APPROVED	2023-09-29T06:55:56.057	2023-09-29T06:56:15.872	2023-09-29T06:56:15.872	0.0190000000
{ ]	0	0			https://platform.toloka.ai/task/41554142/00027a10de--651674fc495d233df31eeabe	00027a10de--6515e7e063c0d47637f1e116	00027a10de--651674fc495d233df31eeabe	00027a10de--651674fc495d233df31eeabc	c3b72da5378d99c4ff1a4edb47c6fc99	APPROVED	2023-09-29T06:55:56.057	2023-09-29T06:56:15.872	2023-09-29T06:56:15.872	0.0190000000
[ ] [ ] [ ] [ { } ( ( { } ) ) { { } } ]	1				https://platform.toloka.ai/task/41554142/00027a10de--651675020ab55c42a0bd181b	00027a10de--6515e7f4e6499645e520ca17	00027a10de--651675020ab55c42a0bd181b	00027a10de--651675020ab55c42a0bd1804	50cfc8b2adb2bbb9eccf4d15d0ac86ed	APPROVED	2023-09-29T06:56:02.511	2023-09-29T06:57:08.956	2023-09-29T06:57:08.956	0.0190000000
[ ] { [ ] } { ( ( ) ) }	1				https://platform.toloka.ai/task/41554142/00027a10de--651675020ab55c42a0bd181b	00027a10de--6515e7f4e6499645e520ca73	00027a10de--651675020ab55c42a0bd181b	00027a10de--651675020ab55c42a0bd1804	50cfc8b2adb2bbb9eccf4d15d0ac86ed	APPROVED	2023-09-29T06:56:02.511	2023-09-29T06:57:08.956	2023-09-29T06:57:08.956	0.0190000000
( ) ( ) { } { ( ( { } ) ) { } } [ ] [ ]	1	1			https://platform.toloka.ai/task/41554142/00027a10de--651675020ab55c42a0bd181b	00027a10de--6515e7e063c0d47637f1e10a	00027a10de--651675020ab55c42a0bd181b	00027a10de--651675020ab55c42a0bd1804	50cfc8b2adb2bbb9eccf4d15d0ac86ed	APPROVED	2023-09-29T06:56:02.511	2023-09-29T06:57:08.956	2023-09-29T06:57:08.956	0.0190000000
[ ] [ ] [ ] [ { } ( ( { } ) ) { { } } ]	1				https://platform.toloka.ai/task/41554142/00027a10de--65167502827c067dd016faf5	00027a10de--6515e7f4e6499645e520ca17	00027a10de--65167502827c067dd016faf5	00027a10de--65167502827c067dd016faf1	64082383eaeded4c387b95ae9b30b590	APPROVED	2023-09-29T06:56:02.799	2023-09-29T06:56:19.542	2023-09-29T06:56:19.542	0.0220000000
[ ] { [ ] } { ( ( ) ) }	1				https://platform.toloka.ai/task/41554142/00027a10de--65167502827c067dd016faf5	00027a10de--6515e7f4e6499645e520ca73	00027a10de--65167502827c067dd016faf5	00027a10de--65167502827c067dd016faf1	64082383eaeded4c387b95ae9b30b590	APPROVED	2023-09-29T06:56:02.799	2023-09-29T06:56:19.542	2023-09-29T06:56:19.542	0.0220000000
) ( ) ( { } [ } ) [	0	0			https://platform.toloka.ai/task/41554142/00027a10de--65167502827c067dd016faf5	00027a10de--6515e7e063c0d47637f1e101	00027a10de--65167502827c067dd016faf5	00027a10de--65167502827c067dd016faf1	64082383eaeded4c387b95ae9b30b590	APPROVED	2023-09-29T06:56:02.799	2023-09-29T06:56:19.542	2023-09-29T06:56:19.542	0.0220000000
[ ] ( ( [ ] ) ( ( ) ) ) ( [ ] ( ( ) ) )	1	1			https://platform.toloka.ai/task/41554142/00027a10de--6516750302bac2165700fa4c	00027a10de--6515e7e063c0d47637f1e0fb	00027a10de--6516750302bac2165700fa4c	00027a10de--6516750302bac2165700fa49	f770ce362ecbee19c52a842f14f89fb3	APPROVED	2023-09-29T06:56:03.311	2023-09-29T06:57:14.238	2023-09-29T06:57:14.238	0.0190000000
] [ ) (	0				https://platform.toloka.ai/task/41554142/00027a10de--6516750302bac2165700fa4c	00027a10de--6515e7f4e6499645e520cad1	00027a10de--6516750302bac2165700fa4c	00027a10de--6516750302bac2165700fa49	f770ce362ecbee19c52a842f14f89fb3	APPROVED	2023-09-29T06:56:03.311	2023-09-29T06:57:14.238	2023-09-29T06:57:14.238	0.0190000000
[ { ( [ ] ) { } } ] ( )	0				https://platform.toloka.ai/task/41554142/00027a10de--6516750302bac2165700fa4c	00027a10de--6515e7f4e6499645e520cac4	00027a10de--6516750302bac2165700fa4c	00027a10de--6516750302bac2165700fa49	f770ce362ecbee19c52a842f14f89fb3	APPROVED	2023-09-29T06:56:03.311	2023-09-29T06:57:14.238	2023-09-29T06:57:14.238	0.0190000000
[ ] ( )	1				https://platform.toloka.ai/task/41554142/00027a10de--6516750315b13a5af6ea270d	00027a10de--6515e7f4e6499645e520ca4b	00027a10de--6516750315b13a5af6ea270d	00027a10de--6516750315b13a5af6ea2709	f850dd978a239fb154e22b9f4fcfc046	APPROVED	2023-09-29T06:56:03.981	2023-09-29T06:56:16.298	2023-09-29T06:56:16.298	0.0220000000
] ( ( { [ } { [	0				https://platform.toloka.ai/task/41554142/00027a10de--6516750315b13a5af6ea270d	00027a10de--6515e7f4e6499645e520ca5d	00027a10de--6516750315b13a5af6ea270d	00027a10de--6516750315b13a5af6ea2709	f850dd978a239fb154e22b9f4fcfc046	APPROVED	2023-09-29T06:56:03.981	2023-09-29T06:56:16.298	2023-09-29T06:56:16.298	0.0220000000
[ ) [ ( ) ] ( ( [ ] ) [ ] ) ( [ ( ) ] )	0	0			https://platform.toloka.ai/task/41554142/00027a10de--6516750315b13a5af6ea270d	00027a10de--6515e7e063c0d47637f1e0e1	00027a10de--6516750315b13a5af6ea270d	00027a10de--6516750315b13a5af6ea2709	f850dd978a239fb154e22b9f4fcfc046	APPROVED	2023-09-29T06:56:03.981	2023-09-29T06:56:16.298	2023-09-29T06:56:16.298	0.0220000000
( { ] { ( ) ) { } [ ) [	0				https://platform.toloka.ai/task/41554142/00027a10de--65167504bded9655b6635c9b	00027a10de--6515e7f4e6499645e520ca9c	00027a10de--65167504bded9655b6635c9b	00027a10de--65167504bded9655b6635c99	c1dfe6bb319417566fd24d9d353e1e53	APPROVED	2023-09-29T06:56:04.590	2023-09-29T06:56:33.017	2023-09-29T06:56:33.017	0.0190000000
( ) { } [ ] } [ ] { ( ) [ { } ] [ ] { }	0	0			https://platform.toloka.ai/task/41554142/00027a10de--65167504bded9655b6635c9b	00027a10de--6515e7e063c0d47637f1e0e7	00027a10de--65167504bded9655b6635c9b	00027a10de--65167504bded9655b6635c99	c1dfe6bb319417566fd24d9d353e1e53	APPROVED	2023-09-29T06:56:04.590	2023-09-29T06:56:33.017	2023-09-29T06:56:33.017	0.0190000000
[ { } ]	1				https://platform.toloka.ai/task/41554142/00027a10de--65167504bded9655b6635c9b	00027a10de--6515e7f4e6499645e520cab6	00027a10de--65167504bded9655b6635c9b	00027a10de--65167504bded9655b6635c99	c1dfe6bb319417566fd24d9d353e1e53	APPROVED	2023-09-29T06:56:04.590	2023-09-29T06:56:33.017	2023-09-29T06:56:33.017	0.0190000000
[ ] ( [ [ { [ ] } [ ] ( { ( ) } ) ] ] )	0	1			https://platform.toloka.ai/task/41554142/00027a10de--65167505e417373852fb7b23	00027a10de--6515e7e063c0d47637f1e0f5	00027a10de--65167505e417373852fb7b23	00027a10de--65167505e417373852fb7b0c	dadb265f408b624ade28ae4f9fd5c436	APPROVED	2023-09-29T06:56:05.752	2023-09-29T06:58:21.370	2023-09-29T06:58:21.370	0.0220000000
) { { [ ) [ ] ( { } ( ) [ } } ( ] ) ] {	0				https://platform.toloka.ai/task/41554142/00027a10de--65167505e417373852fb7b23	00027a10de--6515e7f4e6499645e520ca21	00027a10de--65167505e417373852fb7b23	00027a10de--65167505e417373852fb7b0c	dadb265f408b624ade28ae4f9fd5c436	APPROVED	2023-09-29T06:56:05.752	2023-09-29T06:58:21.370	2023-09-29T06:58:21.370	0.0220000000
[ { ( [ ] ) { } } ] ( )	1				https://platform.toloka.ai/task/41554142/00027a10de--65167505e417373852fb7b23	00027a10de--6515e7f4e6499645e520cac4	00027a10de--65167505e417373852fb7b23	00027a10de--65167505e417373852fb7b0c	dadb265f408b624ade28ae4f9fd5c436	APPROVED	2023-09-29T06:56:05.752	2023-09-29T06:58:21.370	2023-09-29T06:58:21.370	0.0220000000
[ ] } )	0				https://platform.toloka.ai/task/41554142/00027a10de--6516750bbded9655b6635e7b	00027a10de--6515e7f4e6499645e520caac	00027a10de--6516750bbded9655b6635e7b	00027a10de--6516750bbded9655b6635e74	007230d9384bade0fa9dca06f738e9f3	APPROVED	2023-09-29T06:56:11.624	2023-09-29T06:56:37.196	2023-09-29T06:56:37.196	0.0190000000
( { [ { } ] } ( [ ] ) )	1				https://platform.toloka.ai/task/41554142/00027a10de--6516750bbded9655b6635e7b	00027a10de--6515e7f4e6499645e520ca68	00027a10de--6516750bbded9655b6635e7b	00027a10de--6516750bbded9655b6635e74	007230d9384bade0fa9dca06f738e9f3	APPROVED	2023-09-29T06:56:11.624	2023-09-29T06:56:37.196	2023-09-29T06:56:37.196	0.0190000000
